bike_brand,bike_description,bike_km,bike_model,bike_size,bike_type,bike_year,price,reference,scrap_date,source,uniq_id,url,vendor_city,vendor_country,vendor_name,vendor_type
PIAGGIO,"PIAGGIO Beverly 350 cc  05 / 2020 4000 km Parfait état  Sous garantie constructeur 2022  Venez découvrir ce magnifique scooter à grandes roues (super tenue de route) classe et élégant. Coffre à casque, ouverture de la selle électrique, moteur puissant du MP3 350 cc ...  Discret mais très efficace, il tient la dragée haute au Honda SH 300 en termes de performances . Gabarit très compact pour le tiers du prix d'un Yamaha t-max 2021 :-)  Visible chez HOT BIKES TOULOUSE 2 Rue des Norias - sept deniers,ABS,Anti-démarrage,Béquille centrale,Prise USB,Version sport,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie constructeur jusqu'au 27/05/2022,ABS,Anti-démarrage,Béquille centrale,Prise USB,Version sport,,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie constructeur jusqu'au 27/05/2022",4000,Beverly i.e. 500,350,SCOOTER,2020,4499.0,WT137786,2021-05-30 23:41:02.585950,moto-occasion,moto-occasion-WT137786,http://moto-occasion.motorevue.com/motos/piaggio/beverly-i-e-500/WT137786.html,TOULOUSE,FRANCE,"HOT BIKES, TOULOUSE(31)",PROFESSIONNEL
HONDA,"MOTO EXCEPTIONNELLE!! 1ère main!! Compatible permis A2. Moto en excellent état, aucun frais à prévoir. Equipements : ligne TERMIGNONI Garantie constructeur jusqu'au 04/03/2022. Financement possible pour  182EUR/ mois* sur 48 mois avec un apport initial de 3150EUR (modulable sur demande).,ABS,Extension de garantie possible,Financement & Assurance possibles ,Transport possible,1ère main,Compatible Permis A2,Garantie constructeur jusqu'au 04/03/2022,ABS,,Extension de garantie possible,Financement & Assurance possibles ,Transport possible,1ère main,Compatible Permis A2,Garantie constructeur jusqu'au 04/03/2022",440,CRF 450,450,TRAIL-SUPERMOTARD,2020,10499.0,WT139819,2021-05-30 23:41:03.645224,moto-occasion,moto-occasion-WT139819,http://moto-occasion.motorevue.com/motos/honda/crf-450/WT139819.html,NIMES,FRANCE,"POLE 30 OCCASION, NIMES(30)",PROFESSIONNEL
YAMAHA,"1 ère main, ABS, à peu roulé, entièrement d'origine, révisé, rien à prévoir,ABS,Assurance sur place,Démarches administratives sur place,Financement possible,Gravage possible,Livraison possible,1ère main,Compatible Permis A2,Garantie 3 mois,ABS,,Assurance sur place,Démarches administratives sur place,Financement possible,Gravage possible,Livraison possible,1ère main,Compatible Permis A2,Garantie 3 mois",2700,X-MAX 400,400,SCOOTER,2018,5990.0,WT129255,2021-05-30 23:41:05.696623,moto-occasion,moto-occasion-WT129255,http://moto-occasion.motorevue.com/motos/yamaha/x-max-400/WT129255.html,BEAUVAIS,FRANCE,"MOTO & CO RACING, BEAUVAIS(60)",PROFESSIONNEL
YAMAHA,"1 ère main, entièrement d'origine, modèle DX ( bulle électrique, poignées + selle chauffantes, régulateur de vitesse), aucuns consommables à prévoir, révisé,Assurance sur place,Démarches administratives sur place,Financement possible,Gravage possible,Livraison possible,1ère main,Compatible Permis A2,Garantie 3 mois,,,Assurance sur place,Démarches administratives sur place,Financement possible,Gravage possible,Livraison possible,1ère main,Compatible Permis A2,Garantie 3 mois",8706,Tmax 530,530,SCOOTER,2018,8990.0,WT140240,2021-05-30 23:41:06.756104,moto-occasion,moto-occasion-WT140240,http://moto-occasion.motorevue.com/motos/yamaha/tmax-530/WT140240.html,BEAUVAIS,FRANCE,"MOTO & CO RACING, BEAUVAIS(60)",PROFESSIONNEL
HONDA,"Honda 1000 CBR F  N'attendez pas que ce modèle soit introuvable pour en achetez une ! type sc21 4 cylindres , boite 6 en 1987 ! un futur collector pour le prix d une restauration  - Démarre - D'origine - A réviser (nettoyage carbu, bougies, vidange) - Carte grise collection possible - Livraison en France possible = gap.logistik@orange.fr - Livraison Portugal / Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com - Livraison Allemagne / Belgique = ANATRANS +32 56 84 36 22 / annatrans@sdgg.be  Référence = 49701  - Documents fournis à la vente :  Carte grise Japonaise (original) Facture Certificat de cession Certificat 846A des douanes Française   600 750 1100 XX VFF VF R GSX GSXR FZ FZR ZXR NINJA ZZR,,,,",17776,CB1000R,1000,ROUTIÈRE,1987,2595.0,WT139783,2021-05-30 23:41:07.809245,moto-occasion,moto-occasion-WT139783,http://moto-occasion.motorevue.com/motos/honda/cb1000r/WT139783.html,VITROLLES,FRANCE,"POLE POSITION MOTOS, VITROLLES(13)",PROFESSIONNEL
BMW,"BMW R 1200 RT du 01/08/2005 avec seulement 53000 kms en très bon état pour son age, moto avec ses deux clefs , deux télécommandes, son manuel et carnet ainsi que des factures d'entretiens, rien a prévoir.,,Disponible à l'essai,Garantie 3 mois,,,,Disponible à l'essai,Garantie 3 mois",53000,R 1200 RT,1200,ROUTIÈRE,2005,6990.0,WT125673,2021-05-30 23:41:08.860754,moto-occasion,moto-occasion-WT125673,http://moto-occasion.motorevue.com/motos/bmw/r-1200-rt/WT125673.html,NIMES,FRANCE,"POLE 30 OCCASION, NIMES(30)",PROFESSIONNEL
KYMCO,",Peinture métal,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie constructeur jusqu'au 28/11/2022,Peinture métal,,,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie constructeur jusqu'au 28/11/2022",1190,Downtown 350,350,SCOOTER,2019,4690.0,WT118622,2021-05-30 23:41:09.913221,moto-occasion,moto-occasion-WT118622,http://moto-occasion.motorevue.com/motos/kymco/downtown-350/WT118622.html,DOMMARTIN LES TOUL,FRANCE,"MOTORS 54, DOMMARTIN LES TOUL(54)",PROFESSIONNEL
HONDA,"Honda VFR 800 X CROSSRUNNER  - Démarre - Carte grise ok - Top case - A réviser (durite d'embrayage et durite de refroidissement à remplacer) - Reprise possible  transalp, 700, 650, vstrom, v-strom, dl, gs, f800,,,,",87566,VFR 800,800,TRAIL-SUPERMOTARD,2011,4590.0,WT135612,2021-05-30 23:41:10.967129,moto-occasion,moto-occasion-WT135612,http://moto-occasion.motorevue.com/motos/honda/vfr-800/WT135612.html,VITROLLES,FRANCE,"POLE POSITION MOTOS, VITROLLES(13)",PROFESSIONNEL
DUCATI,"DUCATI MONSTER 1200S DU 11/04/2018 AVEC SEULEMENT 6027KMS . DEPOT VENTE . PAS DE REPRISE POSSIBLE .FINANCEMENT POSSIBLE .  iDEM TRIUMPH BMW KTM YAMAHA HONDA KAWASAKI SUZUKI .,,1ère main,Dépôt-vente,,,,1ère main,Dépôt-vente",6027,Monster S 1200,1200,ROADSTER,2018,13990.0,WT138698,2021-05-30 23:41:13.019530,moto-occasion,moto-occasion-WT138698,http://moto-occasion.motorevue.com/motos/ducati/monster-s-1200/WT138698.html,CALAIS,FRANCE,"PLANET RACING CALAIS, CALAIS(62)",PROFESSIONNEL
YAMAHA,"YAMAHA 400 MAJESTY. Scooter accidenté en procédure RSV/VEI, vente réservée aux professionnels, Vente possible aux particuliers COMPLET uniquement pour la pièce ou pour la piste, Pour plus d'informations n'hésitez pas nous contacter par téléphone ou par mail gary@gam-motos, fr, Les véhicules accidentés sont vendus dans l'état sans aucune garantie,  Notre référence véhicule à rappeler : 61024    Tous nos véhicules sont visibles chez GAM-MOTOS rn7 motteux 45290 Pressigny ou sur notre site BIKE-ECO,,,,",56223,YP Majesty 400,400,SCOOTER,2007,350.0,WT132310,2021-05-30 23:41:15.079077,moto-occasion,moto-occasion-WT132310,http://moto-occasion.motorevue.com/motos/yamaha/yp-majesty-400/WT132310.html,PRESSIGNY LES PINS,FRANCE,"GAM MOTOS, PRESSIGNY LES PINS(45)",PROFESSIONNEL
YAMAHA,"Toute l'équipe Kris motos Dafy speed vous invite à venir découvrir cette FJR 1300.  Pour plus de renseignements  Tel: 04.70.97.94.66  Mail: krismotos03@gmail.com  livraison possible (250 HT)  retrouvez toutes nos occasions en magasin.,,,,",22781,FJR A 1300,1300,ROUTIÈRE,2011,8800.0,WT113768,2021-05-30 23:41:16.141758,moto-occasion,moto-occasion-WT113768,http://moto-occasion.motorevue.com/motos/yamaha/fjr-a-1300/WT113768.html,CREUZIER LE VIEUX,FRANCE,"KRIS'MOTOS, CREUZIER LE VIEUX(03)",PROFESSIONNEL
HONDA,"JAPAUTO VDS HONDA 125 SH .30/04/2018.1ERE MAIN.REVISE.GARANTIE 12 MOIS.OPTIONS POIGNEES CHAUFFANTES.REPRISE ET FINANCEMENT POSSIBLES.POUR PLUS D'INFOS ET DE PHOTOS DEMANDEZ BRUNO.....,,Garantie 12 mois,,,,Garantie 12 mois",3119,SH 125,125,SCOOTER,2018,2890.0,WT140238,2021-05-30 23:41:18.199388,moto-occasion,moto-occasion-WT140238,http://moto-occasion.motorevue.com/motos/honda/sh-125/WT140238.html,PARIS 16,FRANCE,"JAPAUTO MOTO, PARIS 16(75)",PROFESSIONNEL
INDIAN,"Indian Chieftain Darkhorse White smoke 2019,  GPS ride command, Enceinte avec capacité de 100w de son, Connectivité smartphone bluethoof, Radio AM/FM, Abs, trois modes de conduite sport / Touring / pluie, alarme avec transpondeur, démarrage sans clé,  fermeture centralisée, régulateur de vitesse, Rapport de vitesse engagée, pare-brise électrique, ordinateur de bord (indication pression des pneus, vidange à faire, autonomie carburant) , Désactivation du cylindre arrière dans les bouchons.  essai, reprise et financement possible en concession.  Visible chez Indian Saint Maximin rue louis st.Just 60740 St.Maximin  03 44 97 58 97,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Dossier d'entretien complet,Disponible à l'essai,Garantie constructeur jusqu'au 21/02/2024,,,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Dossier d'entretien complet,Disponible à l'essai,Garantie constructeur jusqu'au 21/02/2024",1620,Chieftain,1811,CUSTOM,2019,24590.0,WT106688,2021-05-30 23:41:20.256577,moto-occasion,moto-occasion-WT106688,http://moto-occasion.motorevue.com/motos/indian/chieftain/WT106688.html,ST MAXIMIN,FRANCE,"TRIUMPH SAINT MAXIMIN, ST MAXIMIN(60)",PROFESSIONNEL
BMW,"Moto BMW K 1300 Modèle : K 1300 S Coloris : Gris Mise en circulation : 15/12/009 Kilométrage :  50 952 kms  Observations :  -Très bon état -Entretien à jour  -Aucun consommable à prévoir  Accessoire :   -Top case -Valises  Prix tarif : 7 799 EUR  Moto garantie 6 mois moteur  Location, Reprise, financement et Assurance Possible  Vous pouvez retrouver toutes nos occasions sur notre site internet cholet-motos.fr ************************************************** Retrouvez toutes nos occasions sur notre site Cholet-motos.fr ************************************** CHOLET-MOTOS 8 Avenue Francis Bouet 49300 CHOLET  Concessionnaire : Suzuki, Kawasaki, Aprilia, Piaggio, Gilera, Vespa et Mash  Magasin partenaire Moto Axxe  Horaires d'ouverture :  Du mardi au vendredi 9h00-12H00  14h00-19H00 Le samedi 9H00-12H00  14H00-18H00  Téléphone : 02.41.62.24.19 Mail : commercial@cholet-motos.fr,,Disponible à l'essai,Garantie 6 mois,,,,Disponible à l'essai,Garantie 6 mois",50952,K 1300 S,1300,ROUTIÈRE,2009,7799.0,WT138341,2021-05-30 23:41:21.317046,moto-occasion,moto-occasion-WT138341,http://moto-occasion.motorevue.com/motos/bmw/k-1300-s/WT138341.html,CHOLET,FRANCE,"CHOLET MOTOS, CHOLET(49)",PROFESSIONNEL
BMW,"BMW C650GT  - Véhicule Accidenté - Vendu dans l'état avec carte grise.  Notre référence véhicule à rappeler : 62724 Livraison en France possible, Gam- motos vous propose plusieurs véhicules disponibles en stock, Véhicules visibles dans nos locaux Gam-moto rn7 motteux 45290 Pressigny les pins ou sur notre site BIKE-ECO Horaires : Lundi 13h30-17h30 Mardi au Vendredi 8h30-12h30 13h30-17h30,,,,",8912,C 650 GT,650,SCOOTER,2018,4800.0,WT138512,2021-05-30 23:41:22.378394,moto-occasion,moto-occasion-WT138512,http://moto-occasion.motorevue.com/motos/bmw/c-650-gt/WT138512.html,PRESSIGNY LES PINS,FRANCE,"GAM MOTOS, PRESSIGNY LES PINS(45)",PROFESSIONNEL
KTM,"AUX MOTARDS MANTAIS vous propose cette KTM 125 SX, modèle 2020.  Véhicule totalisant 96 heures, piston refait à 90 heures.   Pneu arrière neuf + jeu de poignées neuf.   Moto visible en concession.   FINANCEMENT ET LIVRAISON POSSIBLE DANS TOUTE LA FRANCE.,,,,",96,125 SX,125,CROSS,2020,5900.0,WT139795,2021-05-30 23:41:24.435722,moto-occasion,moto-occasion-WT139795,http://moto-occasion.motorevue.com/motos/ktm/125-sx/WT139795.html,BUCHELAY,FRANCE,"AUX MOTARDS MANTAIS, BUCHELAY(78)",PROFESSIONNEL
HONDA,"HONDA CB 125 R -ABS -1ERE MAIN  #DV30,,1ère main,Compatible Permis A2,Dépôt-vente,,,,1ère main,Compatible Permis A2,Dépôt-vente",3450,CB 125,125,ROADSTER,2019,4099.0,WT140256,2021-05-30 23:41:26.498810,moto-occasion,moto-occasion-WT140256,http://moto-occasion.motorevue.com/motos/honda/cb-125/WT140256.html,RENNES,FRANCE,"PLANETE YAM, RENNES(35)",PROFESSIONNEL
HONDA,"état neuve garantie 12 mois nationale ! crédit total et reprise possible contactez nicolas au 0322718588,ABS,Anti-démarrage,Dépôt-vente,Garantie 12 mois,ABS,Anti-démarrage,,,Dépôt-vente,Garantie 12 mois",10300,Goldwing 1800,1800,ROUTIÈRE,2019,25990.0,WT140405,2021-05-30 23:41:27.556664,moto-occasion,moto-occasion-WT140405,http://moto-occasion.motorevue.com/motos/honda/goldwing-1800/WT140405.html,RIVERY,FRANCE,"MOTOLAND AMIENS, RIVERY(80)",PROFESSIONNEL
YAMAHA,"Très Bon état Révision des 1000 KM Faite,,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 30/09/2022,,,,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 30/09/2022",3400,D'elight,125,SCOOTER,2020,2349.0,WT134893,2021-05-30 23:41:29.610533,moto-occasion,moto-occasion-WT134893,http://moto-occasion.motorevue.com/motos/yamaha/d-elight/WT134893.html,ST MAXIMIN,FRANCE,"FURY MOTO, ST MAXIMIN(60)",PROFESSIONNEL
TRIUMPH,"Triumph Street Triple RS MIS le 02/04/2019 avec 12485 kms superbe état entretien à jour pneus AV et AR neufs options support de plaque court  protection réservoir saute vent noir Triumph SHIFTER aucun frais à prévoir  moto visible en concession mais disponible  fin avril. financement total ou partiel disponible toutes durées.  Contact Yannick ou Cédric,,1ère main,Disponible à l'essai,Garantie 12 mois,,,,1ère main,Disponible à l'essai,Garantie 12 mois",12485,Street Triple,765,ROADSTER,2018,10290.0,WT138399,2021-05-30 23:41:31.726244,moto-occasion,moto-occasion-WT138399,http://moto-occasion.motorevue.com/motos/triumph/street-triple/WT138399.html,MONTPELLIER,FRANCE,"PASCAL MOTO TRIUMPH, MONTPELLIER(34)",PROFESSIONNEL
HONDA,",Démarches administratives sur place,Extension de garantie possible,Financement & Assurance possibles ,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Dossier d'entretien complet,Double des clés ,Frein ar neuf,Pneu ar neuf,Révision faite,Garantie 3 mois,,,Démarches administratives sur place,Extension de garantie possible,Financement & Assurance possibles ,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Dossier d'entretien complet,Double des clés ,Frein ar neuf,Pneu ar neuf,Révision faite,Garantie 3 mois",32300,S-Wing,125,SCOOTER,2009,1990.0,WT134182,2021-05-30 23:41:32.780367,moto-occasion,moto-occasion-WT134182,http://moto-occasion.motorevue.com/motos/honda/s-wing/WT134182.html,MERIGNAC,FRANCE,"FACTORY MOTO, MERIGNAC(33)",PROFESSIONNEL
PIAGGIO,"MOTO ACCIDENTÉE À BAS PRIX PAS CHERE : POUR  PROFESSIONNELS        : VENDU en ( RSV/VEI).  POUR L'EXPORT                       : LA  CARTE GRISE ORIGINALE EST DISPONIBLE                                        AUX  PARTICULIERS                 : POUR  UN USAGE SUR PISTE OU POUR PIÈCES  D ÉTACHÉES                     N°14214,,,,",18000,MP3 500 LT,500,ROADSTER,2014,2800.0,WT140104,2021-05-30 23:41:33.835680,moto-occasion,moto-occasion-WT140104,http://moto-occasion.motorevue.com/motos/piaggio/mp3-500-lt/WT140104.html,ARLES,FRANCE,"FULVIO MOTO, ARLES(13)",PROFESSIONNEL
SUZUKI,"SUZUKI BURGMAN 650 2010 RETROVISEURS ELECTRIQUES  BULLE ELECTRIQUE SIEGE AVANT ET ARRIERE CHAUFFANTS  POIGNEES CHAUFFANTES  BULLE ERMAX  VEHICULE EN BON ETAT (PLASTIQUES BRUT LEGEREMENT FANES) ENTRETIEN A JOUR,ABS,Anti-démarrage,Béquille centrale,Peinture vernie,Poignées chauffantes,Série spéciale,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Révision faite,Affaire à saisir,Bridable A2,Échappement d'origine,Première main,Très bon état général,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie 3 mois,ABS,Anti-démarrage,Béquille centrale,Peinture vernie,Poignées chauffantes,Série spéciale,,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Révision faite,Affaire à saisir,Bridable A2,Échappement d'origine,Première main,Très bon état général,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie 3 mois",28000,Burgman 650,650,SCOOTER,2010,3990.0,WT138640,2021-05-30 23:41:34.894264,moto-occasion,moto-occasion-WT138640,http://moto-occasion.motorevue.com/motos/suzuki/burgman-650/WT138640.html,CARCASSONNE,FRANCE,"POLE MOTO PASSION CARCASSONNE, CARCASSONNE(11)",PROFESSIONNEL
YAMAHA,"--- Accessible avec le permis A2 ---  Révisée, aucun frais à prévoir  Garantie constructeur jusqu'au 08/01/2023  Assurance, reprise, extension de garantie et financement possibles,,Compatible Permis A2,Garantie constructeur jusqu'au 08/01/2023,,,,Compatible Permis A2,Garantie constructeur jusqu'au 08/01/2023",2606,MT-03 321,320,ROADSTER,2021,5299.0,WT139294,2021-05-30 23:41:35.959662,moto-occasion,moto-occasion-WT139294,http://moto-occasion.motorevue.com/motos/yamaha/mt-03-321/WT139294.html,NIMES,FRANCE,"DUBOIS MOTOS, NIMES(30)",PROFESSIONNEL
HONDA,"HONDA CB 500 X 29/11/2019 12 995 KM TRES BON ETAT VENDU SANS LE SUPPORT DE TOP CASE REPRISE, FINANCEMENT ET LIVRAISON POSSIBLES Demander Eric Au 03 88 76 27 66. Par Mail : honda-schumpp@orange.fr,,,,",12995,CB X 500,500,TRAIL-SUPERMOTARD,2019,5990.0,WT130630,2021-05-30 23:41:37.017095,moto-occasion,moto-occasion-WT130630,http://moto-occasion.motorevue.com/motos/honda/cb-x-500/WT130630.html,ECKBOLSHEIM,FRANCE,"MOTOS SCHUMPP STRASBOURG, ECKBOLSHEIM(67)",PROFESSIONNEL
HONDA,",,Garantie constructeur jusqu'au 25/06/2025,,,,Garantie constructeur jusqu'au 25/06/2025",1827,CB 125,125,ROADSTER,2020,2290.0,WT140069,2021-05-30 23:41:39.068114,moto-occasion,moto-occasion-WT140069,http://moto-occasion.motorevue.com/motos/honda/cb-125/WT140069.html,PARIS 14,FRANCE,"ALESIA MOTO, PARIS 14(75)",PROFESSIONNEL
YAMAHA,"Très belle MT-125 ABS 1er main, protège main, pare carter. Faible kilométrage Financement et reprise possible Chez YAM ORANGE 1061 avenue de Verdun 84100 Orange Contact / Bruno 0490342340 - 0626870780 bruno@yamorange.com,ABS,1ère main,Disponible à l'essai,Garantie 12 mois,ABS,,,1ère main,Disponible à l'essai,Garantie 12 mois",3590,MT-125,125,ROADSTER,2019,3990.0,WT140654,2021-05-30 23:41:41.126720,moto-occasion,moto-occasion-WT140654,http://moto-occasion.motorevue.com/motos/yamaha/mt-125/WT140654.html,ORANGE,FRANCE,"YAM ORANGE BY GEMELLI, ORANGE(84)",PROFESSIONNEL
BMW,"Options :  Garantie 3 mois avec possibilité d'extension à 12 mois, ASC, ESC, ABS, régulateur de vitesse, 2 valises latérales BMW, Top case BMW LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr,,,,",91430,R 1200 RT,1200,ROUTIÈRE,2007,5790.0,WT128171,2021-05-30 23:41:42.186406,moto-occasion,moto-occasion-WT128171,http://moto-occasion.motorevue.com/motos/bmw/r-1200-rt/WT128171.html,MOUGINS,FRANCE,"LA MAISON DE LA MOTO, MOUGINS(06)",PROFESSIONNEL
BMW,"BENATI MOTOS 2ème meilleur concessionnaire YAMAHA France   vous propose une magnifique BMW  F 800 GT  Cylindrée : 800 Date 1ère immat : 28/06/2014 Kilométrage : 32800kms Prix : 6799EUR Catégorie : routière Couleur : grise anthracite  ---------------------- OPTIONS --------------------------- - Selle confort BMW - Poignées chauffantes BMW - Extension de béquille BLACK  - Embouts de guidon RACING COMPONENTS - Maxi top-case SHAD  - Dosseret passager SHAD  - Alarme BMW - Pad protection de réservoir F800GT  - Béquille centrale BMW - Suspensions électroniques BMW   + DE 3000EUR D'ACCESSOIRES   Possibilité de livraison, de reprise, financement pour 99.24EUR/mois* sur 72 mois avec 1799EUR d'apport, assurance, nous consulter. *voir condition auprès du service commercial  Contact M. Jarret au 04.94.68.03.48 service commercial.  BENATI MOTOS votre concessionnaire YAMAHA Draguignan depuis 1969, au coeur de vos émotions depuis 1951 !  Rejoignez-nous sur notre site e-commerce www.accessoire-motos.fr, notre page FACEBOOK et notre compte INSTAGRAM BENATI MOTOS pour plus d'actualités.,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Transport possible,Dépôt-vente,Disponible à l'essai,,,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Transport possible,Dépôt-vente,Disponible à l'essai",32800,F 800 GT,800,ROUTIÈRE,2014,6799.0,WT140007,2021-05-30 23:41:43.248971,moto-occasion,moto-occasion-WT140007,http://moto-occasion.motorevue.com/motos/bmw/f-800-gt/WT140007.html,DRAGUIGNAN,FRANCE,"BENATI MOTOS, DRAGUIGNAN(83)",PROFESSIONNEL
SUZUKI,"Démarre A réviser /restaurer  Documents fournis à la vente : _ carte grise japonaise (originale), _ facture, _ certificat de cession, _ certificat 846A des Douanes.  * Livraison Bouches-du-Rhône = 156EUR * Livraison France (hors Corse) = 276EUR * Livraison Portugal et Espagne = MONCAO / moncaotir@gmail.com * Livraison Allemagne et Belgique = ANNATRANS / annatrans@sdgg.be  250 350 500 600 750 RC30 CBR NSR FZR GSX GSXR ZXR,,Disponible à l'essai,,,,Disponible à l'essai",79247,GSX-R 750,750,SPORTIVE,1987,3990.0,WT139620,2021-05-30 23:41:45.320787,moto-occasion,moto-occasion-WT139620,http://moto-occasion.motorevue.com/motos/suzuki/gsx-r-750/WT139620.html,VITROLLES,FRANCE,"POLE POSITION MOTOS, VITROLLES(13)",PROFESSIONNEL
SUZUKI,"Jaune champion Echappement sport Poignées chauffantes Crashbar Bulle Haute ENTRETIEN A JOUR K69 / DARDILLY / LYON / kawasaki honda yamaha ABS Antidémarrage électronique Antipatinage Bequille latérale Bulle réglable Commande ordinateur de bord au guidon Compte tours Compteur journalier Embrayage anti-dribble Feux arrière à LED Feux de détresse Fourche réglable Freinage couplé Horloge Indicateur de consommation Indicateur de rapport engagé Jauge à essence Jauge de température moteur Phares halogènes Poignées de maintien arrière Porte-bagages Prise 12V Suspension arrière réglable Système ABS de virage Jaune champion Echappement sport Poignées chauffantes Crashbar Bulle Haute ENTRETIEN A JOUR K69 / DARDILLY / LYON / kawasaki honda yamaha ABS Antidémarrage électronique Antipatinage Bequille latérale Bulle réglable Commande ordinateur de bord au guidon Compte tours Compteur journalier Embrayage anti-dribble Feux arrière à LED Feux de détresse Fourche réglable Freinage couplé Horloge Indicateur de consommation Indicateur de rapport engagé Jauge à essence Jauge de température moteur Phares halogènes Poignées de maintien arrière Porte-bagages Prise 12V Suspension arrière réglable Système ABS de virage Boîte de vitesses : Manuelle 6 rapports Co2 : 112 Energie : Essence Puissance fiscale : 10CV,,,,",20200,DL V-Strom,1037,TRAIL-SUPERMOTARD,2017,8990.0,WT139397,2021-05-30 23:41:46.379595,moto-occasion,moto-occasion-WT139397,http://moto-occasion.motorevue.com/motos/suzuki/dl-v-strom/WT139397.html,DARDILLY,FRANCE,"K69 KAWASAKI-LYON, DARDILLY(69)",PROFESSIONNEL
DUCATI,"DUCATI, 1200 Cm3 , Trail, Essence 4 temps, 2013, 70400 Km , 11 CV ,. Moto soignée et temps de chauffe respecté .Modèle S avec ABS et suspensions OHLINS Bagagerie complète + sacoche réservoir(tanklock).Les pneus sont neufs. Elle sort de la grosse révision DUCATI Clermont-Ferrand (jeu soupapes, courroies de distribution , galets changés etc ...) faite 24/12/2020 à 70250 kms. 2 clés,factures et livrets à disposition. J'offre la revue technique et la carte grise. Prochaine grosse révision en 2025 ou dans 20000 kms!
C'est une très bonne moto

je peux faire d'autres photos",70400,Multistrada 1200 S *,1200,TRAIL-SUPERMOTARD,2013,7500.0,WB03953,2021-05-30 23:41:48.437932,moto-occasion,moto-occasion-WB03953,http://moto-occasion.motorevue.com/motos/ducati/multistrada-1200-s/WB03953.html,charrin,FRANCE,,PARTICULIER
BMW,"Options :  Garantie 3 mois avec possibilité d'extension à 12 mois+ESA (suspension pilotée)+ASC ( anti patinage)+contrôle pression des pneus+pneus michelin neufs+batterie+ échappement Laser+ poignées chauffantes+ordinateur de bord LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr,,,,",46660,R 1200 R,1200,ROUTIÈRE,2008,6990.0,WT92007,2021-05-30 23:41:50.496927,moto-occasion,moto-occasion-WT92007,http://moto-occasion.motorevue.com/motos/bmw/r-1200-r/WT92007.html,MOUGINS,FRANCE,"LA MAISON DE LA MOTO, MOUGINS(06)",PROFESSIONNEL
