reference,model,price,mileage,power_kW,power_CH,etat,proprietaires_prec.,dernier_controle_technique,garantie,carnet_dentretien,marque,n_dannonce,annee,couleur_exterieure,type_de_peinture,couleur_originale,carrosserie,transmission,vitesses,cylindree,cylindres,poids_a_vide,description,url
as24_812f696c-1b26-4e4e-84cf-46fbbd8288b9,Yamaha,2990,66693.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2041137,2006,Bleu,,Bleu,Roadster,,,1.000 cm³,0,,A saisir FZER 1000 aucun frais prvoir elle sort de rvision. Reprise possible,https://www.autoscout24.fr/offres/yamaha-essence-bleu-812f696c-1b26-4e4e-84cf-46fbbd8288b9
as24_f87911a6-2798-427e-b218-01967b6b5d8d,Honda CB 500,5890,16479.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2041114,2020,Rouge,,Rouge,Roadster,,,500 cm³,0,,Pour vos trajets quotidiens en ville ou pour partir l'aventure...,https://www.autoscout24.fr/offres/honda-cb-500-x-essence-rouge-f87911a6-2798-427e-b218-01967b6b5d8d
as24_a147c2bb-edf4-44d0-ac7c-70b621133191,Kawasaki ZXR 400,3690,36224.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,2050681,1990,Rouge,,Rouge,Sportive,,,400 cm³,0,,"Dmarre, rviser/restaurer (carburation/injection, bougie(s), vidange, freins, pneus...) Documents fournis la vente : _ carte grise japonaise (originale), _ facture, _ certificat de cession, _ certificat 846A des Douanes. Livraison Bouches-du-Rhne = 156 * Livraison France (hors Corse) = 276 * Livraison Portugal et Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com * Livraison Allemagne et Belgique = ANNATRANS +32 56 84 36 22 / annatrans@sdgg.be 125 250 500 600 750 CBR GSXR GSX CBR NSR RGV RG",https://www.autoscout24.fr/offres/kawasaki-zxr-400-essence-rouge-a147c2bb-edf4-44d0-ac7c-70b621133191
as24_c909be4e-b2b2-418f-a9e9-6e2f49104921,BMW C 650 GT,11200,500.0,45.0,61.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,111097,2020,Noir,Métallisé,Black Storm metallic,,Boîte automatique,,647 cm³,0,,... Alarme antivol Avertisseur angle mort Feu diurne Livret de bord francais Pack Highline Pack Securite Poignees chauffantes RDC capteur de pression des pneus Selles chauffantes SRA Protection Version EU (MOTO PLUS),https://www.autoscout24.fr/offres/bmw-c-650-gt-essence-noir-c909be4e-b2b2-418f-a9e9-6e2f49104921
as24_1a2033f8-8a94-426f-a5f7-11f5ec1e4f60,Yamaha,3690,45240.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2033863,2007,Bleu,,BLEU,Scooter,,,500 cm³,0,,"Options : Garantie 3 mois avec possibilit d'extension 12 mois, silencieux Devil Magnum , bulle fume , pneus et embrayage rcents LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr",https://www.autoscout24.fr/offres/yamaha-essence-bleu-1a2033f8-8a94-426f-a5f7-11f5ec1e4f60
as24_4845f131-6447-3127-e053-e350040a96e6,Suzuki CS 125,2600,3600.0,1.0,1.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,,2006,Noir,Métallisé,,Custom,Boîte manuelle,5.0,125 cm³,0,,A VENDRE 125 INTRUDER SUZUKITRES BON ETATTRES PEU ROULERTOUJOURS DORMI AU GARAGE3600KMS REELSBATTERIE NEUVEETAT NEUF,https://www.autoscout24.fr/offres/suzuki-cs-125-intruder-essence-2-temps-noir-4845f131-6447-3127-e053-e350040a96e6
as24_d7148588-fd34-4cb7-9e7a-677ac5ccd70f,Indian Chieftain,24990,8100.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Indian,2049267,2018,Rouge,,ROUGE,Custom,,,1.811 cm³,0,,"INDIAN CHIEFTAIN LIMITED ! Vhicule rvis, entretien et consommables a jour, aucun frais a prvoir. Options : Collecteur Freedom Performance + silencieux US + stage 1 Reprise et financement possibles. Livraison possible en France mtropolitaine.",https://www.autoscout24.fr/offres/indian-chieftain-limited-essence-rouge-d7148588-fd34-4cb7-9e7a-677ac5ccd70f
as24_369d7ff2-58ea-41bc-9412-973286a62898,Piaggio MP3 350,6800,937.0,23.0,31.0,Occasion,1.0,1970-01-01 00:00:00,6 mois,,Piaggio,2024,2019,Noir,,NOIR,,Boîte automatique,,330 cm³,0,,ABS Antidémarrage électronique Antipatinage Bequille centrale Boite à gants Bulle réglable Coffre 2 intégraux Commande ordinateur de bord au guidon Compte tours Compteur journalier Dosseret de selle conducteur Dosseret de selle passager Feux de détresse Feux de jour à LED Freinage couplé Horloge Indicateur de consommation Jauge à essence Jauge de température moteur Phares halogènes Poignées de maintien arrière Porte-bagages Prise 12V Prise USB Suspension arrière réglable (LE MANS),https://www.autoscout24.fr/offres/piaggio-mp3-350-abs-asr-essence-noir-369d7ff2-58ea-41bc-9412-973286a62898
as24_cc3963c3-d1b1-4032-e053-0100007fd18e,Honda CB 1100,7400,4100.0,90.0,122.0,Occasion,1.0,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,,2013,Noir,,,,,,1.140 cm³,0,,"Le cœur lourd, je vous propose ma chère cb 1100 à vendre aujourd'hui. Une moto fantastique pour les amateurs de motos classiques avec quatre cylindres en ligne refroidis par air.La CB 1100 est presque aussi bonne que neuve (seulement environ 4000 km) sans rayures ni bosses, roule avec les pieds légers (pas de secousses ni d'oscillations) et absolument silencieuse.",https://www.autoscout24.fr/offres/honda-cb-1100-essence-noir-cc3963c3-d1b1-4032-e053-0100007fd18e
as24_e0c7e3a8-3eb3-4321-9633-1ea184dff383,Yamaha Niken,13999,2300.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,1987023,2019,Gris,,Gris,Routière,,,847 cm³,0,,NIKEN GT - A PARTIR DE 216 /MOIS Nous pouvons tudier la reprise ventuelle de votre moto actuelle quelle qu'en soit la marque. Nous pouvons galement tudier un financement personnalis ainsi qu'un devis d'assurance. Financement partir de 216 /moisFinancement 72 mois - 1500 d'apport Livraison partir de 290* *Voir condition en magasin NIKEN GT 3 roues permis moto mt09 mt10 z900 z1000 gsxs1000 cb900 gt tracer 900 versys 1200 gs,https://www.autoscout24.fr/offres/yamaha-niken-essence-gris-e0c7e3a8-3eb3-4321-9633-1ea184dff383
as24_ae906642-1899-4f26-b652-55a15b16136b,Triumph Thruxton,21900,400.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Triumph,1875873,2017,Noir,,NOIR,Autres,,,1.200 cm³,0,,"-Carénage complet adapté (pièce unique adaptée pour la moto) -Double otpique -Bulle racing -Selle cuir brodée personnalisée -Paire d’Echappements Remus -Clignotants obus LED -Support d’immatriculation raccourci -Ressorts d’amortisseurs noirs -Peinture complète personnalisée -Peinture mat des caches « carbu » et protège talon -Rétroviseurs embout de guidon -Sabot moteur -Bocal de liquide de frein avant anodisé -Roulettes de béquille de stand Véhicule préparé spécialement pour le Café Racer Festival de Monthléry, arrivé 5e du concours de préparations, a été exposé au Wheels & Waves. Modèle unique.",https://www.autoscout24.fr/offres/triumph-thruxton-1200-r-preparee-essence-noir-ae906642-1899-4f26-b652-55a15b16136b
as24_7b8c7122-e9b5-4998-9bea-8906858383e1,Kawasaki Versys 1000,15390,890.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,2049205,2021,Vert,,Vert,Enduro,,,1.000 cm³,0,,KAWASAKI VERSYS 1000 SE DU 07/02/2021 AVEC SEULEMENT 890KMS !!! pack valise possible en option FINANCEMENT ET ASSURANCE POSSIBLE SUR PLACE GOODTIMES KAWASAKI BEZIERS DAFY MOTO,https://www.autoscout24.fr/offres/kawasaki-versys-1000-essence-vert-7b8c7122-e9b5-4998-9bea-8906858383e1
as24_d88c0585-dcac-47a6-854a-0e3cc0f6be02,KTM,10490,31000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,KTM,2023977,2016,Gris,,Gris,Enduro,,,1.190 cm³,0,,"KTM 1190 ADVENTURE Imatricule le : 29/11/2016 Entretiens et consommables jour, rien prvoir lors de la vente. Garantie 6 mois. Reprise et financement possible. Envoi Options et quipements : Valises KTM, Top case . Tel :06.99.68.59.20 Mail : louis.noiret@anoriantmoto.fr",https://www.autoscout24.fr/offres/ktm-essence-gris-d88c0585-dcac-47a6-854a-0e3cc0f6be02
as24_9c36b4c0-0f49-2702-e053-0100007f6aa0,SYM XS 125,1000,1500.0,8.0,11.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,SYM,,2008,Gris,Métallisé,,,,5.0,125 cm³,0,,Bonjour je mets ma 125 Sym XS en vente avec 1500km d'origine en très bon état. Il faudra seulement purger les freins.,https://www.autoscout24.fr/offres/sym-xs-125-essence-gris-9c36b4c0-0f49-2702-e053-0100007f6aa0
as24_86a245b9-6c3b-d843-e053-0100007f9470,Honda Forza 125,3200,6900.0,8.0,11.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,,2016,Brun,,,,,,,0,,"Vend Honda Forza 125 1ere main, excellent état Entretien suivi par le concessionnaire Options : Top case , chaîne anti vol",https://www.autoscout24.fr/offres/honda-forza-125-essence-brun-86a245b9-6c3b-d843-e053-0100007f9470
as24_b4693a87-65f3-4910-8088-c0867ea5e36e,KTM,8190,109.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,KTM,2050388,2019,Orange,,Orange,Enduro,,,250 cm³,0,,Piston neuf,https://www.autoscout24.fr/offres/ktm-essence-orange-b4693a87-65f3-4910-8088-c0867ea5e36e
as24_cfe301c9-b0b0-4b0d-843f-1d1a1316ac7e,Autres,11900,40264.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,,2049423,2010,Noir,,Noir,Custom,,,1.585 cm³,0,,"A saisir ! HARLEY DAVIDSON FAT BOB NOIR Rviser et garantie 3 mois Reprise et financement possible Livraison possible dans toute la France Kawasaki Avignon (Plante JMS Motos) 1 BIS RTE DE MORIERES 84000 AVIGNON 04 90 87 70 70 www.jmsmotos.fr ANNONCE NON CONTRACTUELLE /// KAWASAKI, YAMAHA, HUSQVARNA, HONDA, SUZUKI, BMW, DUCATI, KTM, HARLEY DAVIDSON, MOTO GUZZI /// TRAIL, SUPERMOTARD, CUSTOM, ROUTIRE, SPORTIVE, ROADSTER, CROSS, SCOOTER /",https://www.autoscout24.fr/offres/others-others-harley-davidson-essence-noir-cfe301c9-b0b0-4b0d-843f-1d1a1316ac7e
as24_707164e2-802e-4999-ab8d-a4724f9c95ab,Royal Enfield Classic,6099,515.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Royal Enfield,2050099,2020,,,,Roadster,,,500 cm³,0,,AUVERGNE MOTOS VEND UNE TRIAL 500 BULLET DU 06/08/2020 OPTIONS : - LIGNE ZARD RVISE AUCUN FRAIS A PRVOIR GARANTIE CONSTRUCTEUR CRDIT TOTAL OU PARTIEL POSSIBLE AUVERGNE MOTOS A VOTRE SERVICE AU 04 73 15 30 00,https://www.autoscout24.fr/offres/royal-enfield-classic-bullet-essence-707164e2-802e-4999-ab8d-a4724f9c95ab
as24_5c277c49-49a9-4d2e-82f8-0b751e4d6b6e,MV Agusta Brutale 1090,8890,17383.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,MV Agusta,2040788,2011,Noir,,Noir,Roadster,,,1.090 cm³,0,,"Dmarches administratives sur place, Financement & Assurance possibles , Transport possible . PAS DE REPRISES",https://www.autoscout24.fr/offres/mv-agusta-brutale-1090-essence-noir-5c277c49-49a9-4d2e-82f8-0b751e4d6b6e
as24_5d1c13f9-e6b9-4671-a227-a3572342bfae,Oldtimer,5990,100000.0,,,Ancêtre,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Oldtimer,2042719,2000,Gris,,Gris,Custom,,,1.294 cm³,0,,Trs belle Venture voir chez JMS YAM STORE 100 837 km 5 Avenue de saint chamand 84000 Avignon 0465000020,https://www.autoscout24.fr/offres/oldtimer-others-yamaha-essence-gris-5d1c13f9-e6b9-4671-a227-a3572342bfae
as24_cc26ec00-9020-4bff-bd23-c4442c2fde37,Honda VFR 800,8990,7649.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2013996,2018,Rouge,,Rouge,Routière,,,800 cm³,0,,VFR 800 F trs propre ! Livre avec la bagagerie Rvise Garantie 3 mois _Options : Top Case,https://www.autoscout24.fr/offres/honda-vfr-800-f-essence-rouge-cc26ec00-9020-4bff-bd23-c4442c2fde37
as24_46d5ed8b-398d-49b2-8e2d-a6ff90c81a8e,KTM,3790,14340.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,KTM,2037808,2014,Blanc,,BLANC,Roadster,,,390 cm³,0,,"Options : Garantie 3 mois avec possibilit d'extension 12 mois , silencieux Akrapovic , dosseret de selle , petit support de plaque (pices d'origine fournies avec la moto) LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr",https://www.autoscout24.fr/offres/ktm-essence-blanc-46d5ed8b-398d-49b2-8e2d-a6ff90c81a8e
as24_714746b8-1fe5-4804-a8bf-5177cb3e2e55,Indian Roadmaster,25900,8792.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Indian,2049312,2019,Noir,,NOIR,Custom,,,1.811 cm³,0,,"INDIAN ROADMASTER ! Vhicule rvis, entretien et consommables a jour, aucun frais a prvoir. Reprise et financement possibles. Livraison possible en France mtropolitaine.",https://www.autoscout24.fr/offres/indian-roadmaster-essence-noir-714746b8-1fe5-4804-a8bf-5177cb3e2e55
as24_894f1f03-c03a-4a15-926c-997928d01dd9,Piaggio MP3 500,10999,6.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Piaggio,01034,2021,Bleu,,BLEU MAT,,,,,0,,(NANTES),https://www.autoscout24.fr/offres/piaggio-mp3-500-sport-advance-hpe-e5-essence-bleu-894f1f03-c03a-4a15-926c-997928d01dd9
as24_c6f99255-e958-45fc-aabb-4017d786c153,Ducati Monster 1200,13990,6027.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Ducati,2045154,2018,Rouge,,Rouge,Roadster,,,1.200 cm³,0,,DUCATI MONSTER 1200S DU 11/04/2018 AVEC SEULEMENT 6027KMS . DEPOT VENTE . PAS DE REPRISE POSSIBLE .FINANCEMENT POSSIBLE . iDEM TRIUMPH BMW KTM YAMAHA HONDA KAWASAKI SUZUKI .,https://www.autoscout24.fr/offres/ducati-monster-1200-s-essence-rouge-c6f99255-e958-45fc-aabb-4017d786c153
as24_e896eb78-b0c7-417e-8024-5575e7a00ed9,MBK Skycruiser,1690,5120.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,MBK,2049513,2009,Noir,,Noir,Scooter,,,125 cm³,0,,"Scooter MBK skyliner 125 - Consommables ok - Rien prvoir - Premire main - Garantie 3 mois - Reprise possible - Paiement 3 ou 4X CB possible xmax, pcx, forza, nmax, tweet rs, citystar",https://www.autoscout24.fr/offres/mbk-skycruiser-125-essence-noir-e896eb78-b0c7-417e-8024-5575e7a00ed9
as24_25fef9e1-a751-40e2-a9af-343e03bdbcce,Autres,33900,16500.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,,2041589,2016,Vert,,Vert,Custom,,,1.800 cm³,0,,"Softail Fat Boy S 1800 cc. Anne 2016. Dpt vente. Stage 1, ligne V&H, peinture complte, jante AV et AR. Garantie garage 6 mois.",https://www.autoscout24.fr/offres/others-others-harley-davidson-essence-vert-25fef9e1-a751-40e2-a9af-343e03bdbcce
as24_c70bda7e-b511-4140-a337-a0ae6baa6ccd,Kawasaki,3250,99999.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,1868545,2012,,,,Cross,,,450 cm³,0,,"Kawasaki 450 KXF 2012 d'occasion à 3250€ - Equipement: Kit déco. - Moto non homologuée interdite sur la voie publique - Possibilité de reprise de votre moto de cross ou moto d'enduro - Possibilité de financement (de 4 à 72 mensualités au choix) avec ou sans apport au taux de 8.84 %. Par exemple, pour cette moto nous pouvons vous offrir un financement de 3250€ étalé sur 72 mensualités de 58.33€ - Possibilité d'expédition partout en France(à partir de 100€) - NOUVEAU: nous pouvons homologuer votre moto de cross et votre quad! Toutes les infos sont disponibles sur notre site - - Pour plus d’informations et accéder à la liste complète de nos motos, rendez-vous sur notre site internet ou appelez-nous au 01 64 02 23 37",https://www.autoscout24.fr/offres/kawasaki-450-kxf-essence-c70bda7e-b511-4140-a337-a0ae6baa6ccd
as24_aa6cbccd-fd77-4610-953b-6a2cccf61aa2,Autres,21990,8861.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,,2050238,2019,Noir,,NOIR,Custom,,,1.868 cm³,0,,"HARLEY DAVIDSON 114 cc SOFTAIL HERITAGE ! Vhicule rvis, entretien et consommables a jour, aucun frais a prvoir. Options : Sissy bar. Reprise et financement possibles. Livraison possible en France mtropolitaine.",https://www.autoscout24.fr/offres/others-others-harley-davidson-essence-noir-aa6cbccd-fd77-4610-953b-6a2cccf61aa2
as24_c3bc0f37-c9b4-42dd-ad9d-2ed015911c09,Yamaha MT-09,7300,12000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,1944648,2015,Gris,,GRIS,Routière,,,847 cm³,0,,"yamaha mt09 tracer de 2015, etat exceptionnel, 9950 kms 2 pneus NEUFS Revision a jour . top case GARANTIE 3 MOIS Contact par Tlphone.",https://www.autoscout24.fr/offres/yamaha-mt-09-tracer-essence-gris-c3bc0f37-c9b4-42dd-ad9d-2ed015911c09
as24_faef54f3-4b79-43e0-b868-b266f210ae1d,Honda Gold Wing,28000,6020.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1978608,2018,Rouge,,Rouge,Routière,,,1.833 cm³,0,,Honda GL 1800 Touring DCT Vhicule de dmonstration et disponible l&#39essai. Possibilit de souscrire une extension de garantie + 36 mois constructeur jusqu&#39au 22/03/2020.,https://www.autoscout24.fr/offres/honda-gold-wing-touring-dct-airbag-2018-1833-essence-rouge-faef54f3-4b79-43e0-b868-b266f210ae1d
as24_e0b6e924-9a04-4b64-86e8-3bac6c79f8e6,Yamaha D'elight,2250,1072.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2025296,2017,Noir,,Noir,Scooter,,,125 cm³,0,,YAMAHA DELIGHT 125 ENTRETIEN A JOUR EQUIPEMENTS : TOP CASE GIVI # 49,https://www.autoscout24.fr/offres/yamaha-d-elight-essence-noir-e0b6e924-9a04-4b64-86e8-3bac6c79f8e6
as24_31df07bc-aec9-bb76-e053-0100007fda38,Kawasaki ZR 1000,7000,34000.0,100.0,136.0,Occasion,,01/2021,1970-01-01 00:00:00,,Kawasaki,,2010,Orange,Métallisé,,,,,,0,,Vend z1000 kawazaki 34000 kms peinture complète refaite orange et blanc kit frein neuf disque changement de fourche sport changement échappement anti choc. Bavette pneu neuf véhicule bien optionnel beaucoup de facture le prix de base est de 7000 euros juste les dernières facture sont de 2000 euros prix à discuter devant la moto pas descroc ou rigolo pas de temps à perdre,https://www.autoscout24.fr/offres/kawasaki-zr-1000-essence-orange-31df07bc-aec9-bb76-e053-0100007fda38
as24_361f094c-cbf2-4489-a033-63f8d7f74546,Harley-Davidson Electra Glide,15200,47125.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Harley-Davidson,2032264,2011,Argent,,Argent,Routière,,,1.700 cm³,0,,"12284 - Dmesure, luxe et chromes, quelle autre moto incarne mieux cette image de lAmrique que lElectra Glide LElectra Glide. Cest la moto au superlatif, lincarnation toujours aussi incroyable du confort sur deux roues.",https://www.autoscout24.fr/offres/harley-davidson-electra-glide-classic-flhtc-essence-argent-361f094c-cbf2-4489-a033-63f8d7f74546
as24_f2bb75bf-1402-1132-e053-0100007f8d25,BMW C Evolution,9200,30500.0,19.0,26.0,Occasion,1.0,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,,2017,Gris,,,,,,,0,,"BMW C evo Long Range de 2017- Première main, - révision des 30 000 faite,- pneus neufs (remplacés à la révision),- aucun frais à prévoir.OPTIONS :- Poignées chauffantes- Selle confortEQUIPEMENTS :- Bulle haute (puig fumée), bulle d'origine fournie- Sacoche tunnel- Prise allume-cigare USB- Tablier BagsterEntièrement équipé pour affronter l'hiver.",https://www.autoscout24.fr/offres/bmw-c-evolution-electrique-gris-f2bb75bf-1402-1132-e053-0100007f8d25
as24_bec15489-91e9-4dbe-aa90-68eac008d6c1,Honda CB 1000,11290,2680.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2049238,2020,Gris,,Gris,Roadster,,,1.000 cm³,0,,"HONDA CB1000R (roadster), gris, mise en circulation en 07/2020. Moto en excellent tat, entretien des 1000 effectu. Options prise 12v, saute vent honda et chappement Leovince. Garantie Honda jusqu'en 07/2025.",https://www.autoscout24.fr/offres/honda-cb-1000-r-essence-gris-bec15489-91e9-4dbe-aa90-68eac008d6c1
as24_a2080010-9b29-4a1f-b9ce-47849a2e4594,Suzuki Gladius 650,4490,4120.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,2048571,2011,Noir,,Noir,Roadster,,,650 cm³,0,,"A saisir ! MAGNIFIQUE SUZUKI GLADIUS 650 NOIR Rviser et garantie 3 mois OPTIONS : POT SCORPION RED POWER Reprise et financement possible Livraison possible dans toute la France Kawasaki Avignon (Plante JMS Motos) 1 BIS RTE DE MORIERES 84000 AVIGNON 04 90 87 70 70 www.jmsmotos.fr ANNONCE NON CONTRACTUELLE /// KAWASAKI, YAMAHA, HUSQVARNA, HONDA, SUZUKI, BMW, DUCATI, KTM, HARLEY DAVIDSON, MOTO GUZZI /// TRAIL, SUPERMOTARD, CUSTOM, ROUTIRE, SPORTIVE, ROADSTER, CROSS, SCOOTER /",https://www.autoscout24.fr/offres/suzuki-gladius-650-essence-noir-a2080010-9b29-4a1f-b9ce-47849a2e4594
as24_5896221c-521b-4811-8dce-87369d6e546a,Yamaha MT-10,6590,10896.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2048845,2016,Gris,,Gris,Roadster,,,1.000 cm³,0,,"Roadster MT10 1000 Accident en procdure RSV 3 cls Choc avant N de rfrence : VEHICULE EN PROCEDURE RSV - Si vous tes un particulier, vendue uniquement pour la pice dtache (rcupration de pices, piste, circuit, comptition, stunt) - Si vous tes professionnel, ce vhicule vous sera vendu avec son dossier RSV complet (1er rapport d'expertise et carte grise originale) - Livraison en France possible - Vente l'export possible",https://www.autoscout24.fr/offres/yamaha-mt-10-essence-gris-5896221c-521b-4811-8dce-87369d6e546a
as24_cc8b7523-cea1-466f-89ec-b829f1a71f21,Ducati Multistrada 950,13900,6113.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Ducati,2050879,2019,Rouge,,Rouge,Enduro,,,950 cm³,0,,"MAGNIFIQUE DUCATI MULTISTRADA 950 S ROUGE Rviser et garantie 3 MOIS OPTIONS : ABS - TOP CASE Reprise et financement possibles Livraison possible dans toutes la France Contact: DUCATI Avignon 1 BIS RTE DE MORIERES 84000 AVIGNON 04 90 87 70 70 Guillaume Durif 60.20.62.11.26 guillaume.durif@jmsmotos.fr /// KAWASAKI, YAMAHA, HUSQVARNA, HONDA, SUZUKI, BMW, DUCATI, KTM, HARLEY DAVIDSON, MOTO GUZZI /// TRAIL, SUPERMOTARD, CUSTOM, ROUTIRE, SPORTIVE, ROADSTER, CROSS, SCOOTER",https://www.autoscout24.fr/offres/ducati-multistrada-950-s-essence-rouge-cc8b7523-cea1-466f-89ec-b829f1a71f21
as24_04e92832-1b55-499c-bccb-ad438c1037bf,Honda CBR 1000,9990,29500.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2042517,2014,Blanc,,BLANC,Sportive,,,1.000 cm³,0,,"Options : Garantie 3 mois avec possibilit d'extension 12 mois, ligne complte Yoshimura, amortisseur ohlins avant +arrire, trier Brembo, commandes recules , durite aviation l'arrire , petit support de plaque , feu arrire avec clignotants intgrs LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr",https://www.autoscout24.fr/offres/honda-cbr-1000-sp-essence-blanc-04e92832-1b55-499c-bccb-ad438c1037bf
as24_3fe1a686-72db-4a03-b325-36184e75d58a,Honda,5990,200.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2050385,2020,Noir,,NOIR,Custom,,,500 cm³,0,,"Options : Garantie constructeur , saccoches latrales avec support , bulle LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr",https://www.autoscout24.fr/offres/honda-essence-noir-3fe1a686-72db-4a03-b325-36184e75d58a
as24_c428253a-b4c0-484f-a8d0-a0b5d3630434,Honda Forza 300,5200,2000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2043406,2020,Bleu,,Bleu,Scooter,,,300 cm³,0,,"Superbe FORZA 300, 1er main, parfait tat, entirement d origine, quip (dosseret, bulle electrique), entretient a jour, aucun consommable a prvoir, financement et assurances possible sur place, reprise possible, rvise, super tat, utilisation loisirs, malgr cette priode covid, nous sommes et restons ouvert, disponible, et joignable aux horaires d ouverture de la boutique du mardi au samedi. 9H00,/12H30 et apm 13h30 17h00, demandez frederic au 01-64-37-73-13",https://www.autoscout24.fr/offres/honda-forza-300-nss-a-essence-bleu-c428253a-b4c0-484f-a8d0-a0b5d3630434
as24_38fc34eb-8f32-479a-be99-13fc3e680ecc,Honda Pan European,2690,80446.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2028062,1992,Rouge,,Bordeaux,Routière,,,1.100 cm³,0,,"Honda ST 1100 Pan-European , MC : 31/07/1992 Kms : 80446 vhicule vendu avec factures d'entretien ( rvision 80Mkms en concession Honda ) . paiement sans frais possible reprise possible . Cevennes Motos Ales",https://www.autoscout24.fr/offres/honda-pan-european-essence-rouge-38fc34eb-8f32-479a-be99-13fc3e680ecc
